season,fpl_game_week,team,opponent,team_goals,opponent_goals,pred_goals_scored,pred_goals_conceded
2018-2019,5,Brighton,Southampton,2.0,2.0,1.0927541264734852,1.7353823739624428
2018-2019,6,Brighton,Tottenham,1.0,2.0,1.1953551594239067,2.0253703780959333
2018-2019,6,Tottenham,Brighton,2.0,1.0,2.0253703780959333,1.1953551594239067
2018-2019,6,Leicester City,Huddersfield,3.0,1.0,1.9122120301747132,0.6562267564710432
2018-2019,6,Huddersfield,Leicester City,1.0,3.0,0.6562267564710432,1.9122120301747132
2018-2019,6,Wolves,Manchester Utd,1.0,1.0,0.7799553086430255,2.1459591822040434
2018-2019,6,Manchester Utd,Wolves,1.0,1.0,2.1459591822040434,0.7799553086430255
2018-2019,6,Burnley,Bournemouth,4.0,0.0,1.367354605754163,1.6024654099784985
2018-2019,6,Bournemouth,Burnley,0.0,4.0,1.6024654099784985,1.367354605754163
2018-2019,6,Southampton,Liverpool,0.0,3.0,0.6192948795911991,2.6440629270433162
2018-2019,6,Liverpool,Southampton,3.0,0.0,2.6440629270433162,0.6192948795911991
2018-2019,6,Cardiff City,Manchester City,0.0,5.0,0.5323893225283404,2.6477030608870185
2018-2019,6,Manchester City,Cardiff City,5.0,0.0,2.6477030608870185,0.5323893225283404
2018-2019,6,Crystal Palace,Newcastle Utd,0.0,0.0,1.6354385596284322,1.1209669545128642
2018-2019,6,Newcastle Utd,Crystal Palace,0.0,0.0,1.1209669545128642,1.6354385596284322
2018-2019,6,Watford,Fulham,1.0,1.0,1.6864766192343703,1.2625426499634678
2018-2019,6,Fulham,Watford,1.0,1.0,1.2625426499634678,1.6864766192343703
2018-2019,6,West Ham,Chelsea,0.0,0.0,1.0494547077584977,2.0655751393594386
2018-2019,6,Chelsea,West Ham,0.0,0.0,2.0655751393594386,1.0494547077584977
2018-2019,6,Everton,Arsenal,0.0,2.0,0.9023473973001098,2.0019490766213504
2018-2019,6,Arsenal,Everton,2.0,0.0,2.0019490766213504,0.9023473973001098
2018-2019,7,Chelsea,Liverpool,1.0,1.0,1.523607941471024,1.7143443605357063
2018-2019,7,Liverpool,Chelsea,1.0,1.0,1.7143443605357063,1.523607941471024
2018-2019,7,Manchester City,Brighton,2.0,0.0,2.9784905545975913,0.4218738667823222
2018-2019,7,Brighton,Manchester City,0.0,2.0,0.4218738667823222,2.9784905545975913
2018-2019,7,Arsenal,Watford,2.0,0.0,1.9955411348903203,0.8091293040027605
2018-2019,7,Watford,Arsenal,0.0,2.0,0.8091293040027605,1.9955411348903203
2018-2019,7,Huddersfield,Tottenham,0.0,2.0,0.7580058474540522,2.184256162855647
2018-2019,7,Tottenham,Huddersfield,2.0,0.0,2.184256162855647,0.7580058474540522
2018-2019,7,Everton,Fulham,3.0,0.0,2.0853247436781244,1.065375335493506
2018-2019,7,Fulham,Everton,0.0,3.0,1.065375335493506,2.0853247436781244
2018-2019,7,Newcastle Utd,Leicester City,0.0,2.0,1.2389778650404697,1.2453876903358658
2018-2019,7,Leicester City,Newcastle Utd,2.0,0.0,1.2453876903358658,1.2389778650404697
2018-2019,7,West Ham,Manchester Utd,3.0,1.0,1.1724336577209469,1.850857107496275
2018-2019,7,Manchester Utd,West Ham,1.0,3.0,1.850857107496275,1.1724336577209469
2018-2019,7,Southampton,Wolves,0.0,2.0,1.0430903595752157,1.5513906750769697
2018-2019,7,Wolves,Southampton,2.0,0.0,1.5513906750769697,1.0430903595752157
2018-2019,7,Burnley,Cardiff City,2.0,1.0,1.40995332356795,1.328808615401205
2018-2019,7,Cardiff City,Burnley,1.0,2.0,1.328808615401205,1.40995332356795
2018-2019,7,Crystal Palace,Bournemouth,1.0,2.0,1.2149161001514623,1.705329800605722
2018-2019,7,Bournemouth,Crystal Palace,2.0,1.0,1.705329800605722,1.2149161001514623
2018-2019,8,West Ham,Brighton,0.0,1.0,1.4833436360203014,1.3875895173625545
2018-2019,8,Brighton,West Ham,1.0,0.0,1.3875895173625545,1.4833436360203014
2018-2019,8,Wolves,Crystal Palace,1.0,0.0,1.1366636063009705,1.4035565450704248
2018-2019,8,Crystal Palace,Wolves,0.0,1.0,1.4035565450704248,1.1366636063009705
2018-2019,8,Watford,Bournemouth,0.0,4.0,1.5459569147885945,1.3199187915369262
2018-2019,8,Bournemouth,Watford,4.0,0.0,1.3199187915369262,1.5459569147885945
2018-2019,8,Manchester Utd,Newcastle Utd,3.0,2.0,2.1226078465488687,0.56456445779308
2018-2019,8,Newcastle Utd,Manchester Utd,2.0,3.0,0.56456445779308,2.1226078465488687
2018-2019,8,Burnley,Huddersfield,1.0,1.0,1.6138242747356626,0.8729552674632247
2018-2019,8,Huddersfield,Burnley,1.0,1.0,0.8729552674632247,1.6138242747356626
2018-2019,8,Leicester City,Everton,1.0,2.0,1.552629459063512,1.0268509800109928
2018-2019,8,Everton,Leicester City,2.0,1.0,1.0268509800109928,1.552629459063512
2018-2019,8,Cardiff City,Tottenham,0.0,1.0,0.38938263542904483,2.4008236578876
2018-2019,8,Tottenham,Cardiff City,1.0,0.0,2.4008236578876,0.38938263542904483
2018-2019,8,Fulham,Arsenal,1.0,5.0,1.0998255927325278,2.1856846380787753
2018-2019,8,Arsenal,Fulham,5.0,1.0,2.1856846380787753,1.0998255927325278
2018-2019,8,Southampton,Chelsea,0.0,3.0,1.0267977122709921,1.8990530717958949
2018-2019,8,Chelsea,Southampton,3.0,0.0,1.8990530717958949,1.0267977122709921
2018-2019,8,Liverpool,Manchester City,0.0,0.0,1.6161388387706679,1.7714514770794874
2018-2019,8,Manchester City,Liverpool,0.0,0.0,1.7714514770794874,1.6161388387706679
2018-2019,9,Liverpool,Huddersfield,1.0,0.0,2.0519184500964642,0.5413736420537604
2018-2019,9,Huddersfield,Liverpool,0.0,1.0,0.5413736420537604,2.0519184500964642
2018-2019,9,Manchester Utd,Chelsea,2.0,2.0,1.3895444319703758,1.9213588958180203
2018-2019,9,Chelsea,Manchester Utd,2.0,2.0,1.9213588958180203,1.3895444319703758
2018-2019,9,Bournemouth,Southampton,0.0,0.0,2.0770250042081853,1.1102208887167642
2018-2019,9,Southampton,Bournemouth,0.0,0.0,1.1102208887167642,2.0770250042081853
2018-2019,9,Manchester City,Burnley,5.0,0.0,2.865945143586236,0.2259758858593346
2018-2019,9,Burnley,Manchester City,0.0,5.0,0.2259758858593346,2.865945143586236
2018-2019,9,West Ham,Tottenham,0.0,1.0,1.126127205889866,1.7936570050426877
2018-2019,9,Tottenham,West Ham,1.0,0.0,1.7936570050426877,1.126127205889866
2018-2019,9,Newcastle Utd,Brighton,0.0,1.0,1.5831657188494812,1.1774401353296309
2018-2019,9,Brighton,Newcastle Utd,1.0,0.0,1.1774401353296309,1.5831657188494812
2018-2019,9,Wolves,Watford,0.0,2.0,1.6994351260233262,1.0068871812856188
2018-2019,9,Watford,Wolves,2.0,0.0,1.0068871812856188,1.6994351260233262
2018-2019,9,Fulham,Cardiff City,2.0,4.0,1.3470372469135194,1.6685163485826051
2018-2019,9,Cardiff City,Fulham,4.0,2.0,1.6685163485826051,1.3470372469135194
2018-2019,9,Everton,Crystal Palace,2.0,0.0,1.6257322597148427,0.8855655817832538
2018-2019,9,Crystal Palace,Everton,0.0,2.0,0.8855655817832538,1.6257322597148427
2018-2019,9,Leicester City,Arsenal,1.0,3.0,1.0401443128604155,1.8926720839372293
2018-2019,9,Arsenal,Leicester City,3.0,1.0,1.8926720839372293,1.0401443128604155
2018-2019,10,Wolves,Brighton,0.0,1.0,1.3573644888421927,1.2740736430530644
2018-2019,10,Brighton,Wolves,1.0,0.0,1.2740736430530644,1.3573644888421927
2018-2019,10,Southampton,Newcastle Utd,0.0,0.0,1.4037013967186538,1.178046414820834
2018-2019,10,Newcastle Utd,Southampton,0.0,0.0,1.178046414820834,1.4037013967186538
2018-2019,10,Bournemouth,Fulham,3.0,0.0,1.8290890825751056,1.2235458862889925
2018-2019,10,Fulham,Bournemouth,0.0,3.0,1.2235458862889925,1.8290890825751056
2018-2019,10,Liverpool,Cardiff City,4.0,1.0,2.570812820318939,0.268577972356431
2018-2019,10,Cardiff City,Liverpool,1.0,4.0,0.268577972356431,2.570812820318939
2018-2019,10,Huddersfield,Watford,0.0,3.0,0.9232779778943726,1.6700034076186028
2018-2019,10,Watford,Huddersfield,3.0,0.0,1.6700034076186028,0.9232779778943726
2018-2019,10,West Ham,Leicester City,1.0,1.0,1.1758516290843752,1.5722372072185988
2018-2019,10,Leicester City,West Ham,1.0,1.0,1.5722372072185988,1.1758516290843752
2018-2019,10,Chelsea,Burnley,4.0,0.0,2.1850578908774927,1.019274208191218
2018-2019,10,Burnley,Chelsea,0.0,4.0,1.019274208191218,2.1850578908774927
2018-2019,10,Arsenal,Crystal Palace,2.0,2.0,1.6550750635674123,1.101722270738876
2018-2019,10,Crystal Palace,Arsenal,2.0,2.0,1.101722270738876,1.6550750635674123
2018-2019,10,Everton,Manchester Utd,1.0,2.0,1.1225934220185803,1.8124902942282903
2018-2019,10,Manchester Utd,Everton,2.0,1.0,1.8124902942282903,1.1225934220185803
2018-2019,10,Tottenham,Manchester City,0.0,1.0,1.407829713880104,2.0620328366895215
2018-2019,10,Manchester City,Tottenham,1.0,0.0,2.0620328366895215,1.407829713880104
2018-2019,11,Tottenham,Wolves,3.0,2.0,1.7583939703687812,0.9200723540015784
2018-2019,11,Wolves,Tottenham,2.0,3.0,0.9200723540015784,1.7583939703687812
2018-2019,11,Liverpool,Arsenal,1.0,1.0,1.7596443928559937,1.4704006088010997
2018-2019,11,Arsenal,Liverpool,1.0,1.0,1.4704006088010997,1.7596443928559937
2018-2019,11,Burnley,West Ham,2.0,4.0,0.938613696863769,1.8405947238262819
2018-2019,11,West Ham,Burnley,4.0,2.0,1.8405947238262819,0.938613696863769
2018-2019,11,Leicester City,Cardiff City,1.0,0.0,1.483519850790651,1.1668263940814578
2018-2019,11,Cardiff City,Leicester City,0.0,1.0,1.1668263940814578,1.483519850790651
2018-2019,11,Brighton,Everton,1.0,3.0,0.9117448548249302,1.9299886592287578
2018-2019,11,Everton,Brighton,3.0,1.0,1.9299886592287578,0.9117448548249302
2018-2019,11,Bournemouth,Manchester Utd,1.0,2.0,1.5883420308990588,1.4536253191257995
2018-2019,11,Manchester Utd,Bournemouth,2.0,1.0,1.4536253191257995,1.5883420308990588
2018-2019,11,Newcastle Utd,Watford,1.0,0.0,1.4257890349274152,1.2737876449876313
2018-2019,11,Watford,Newcastle Utd,0.0,1.0,1.2737876449876313,1.4257890349274152
2018-2019,11,Manchester City,Southampton,6.0,1.0,2.7961456373242615,0.14113617392437305
2018-2019,11,Southampton,Manchester City,1.0,6.0,0.14113617392437305,2.7961456373242615
2018-2019,11,Crystal Palace,Chelsea,1.0,3.0,0.7567603638865108,2.2041727598468577
2018-2019,11,Chelsea,Crystal Palace,3.0,1.0,2.2041727598468577,0.7567603638865108
2018-2019,11,Huddersfield,Fulham,1.0,0.0,1.301362601551068,1.0866305359597757
2018-2019,11,Fulham,Huddersfield,0.0,1.0,1.0866305359597757,1.301362601551068
2018-2019,12,Southampton,Watford,1.0,1.0,1.4154644440129298,1.431399549600279
2018-2019,12,Watford,Southampton,1.0,1.0,1.431399549600279,1.4154644440129298
2018-2019,12,Crystal Palace,Tottenham,0.0,1.0,1.1517250491865414,1.8571704620925127
2018-2019,12,Tottenham,Crystal Palace,1.0,0.0,1.8571704620925127,1.1517250491865414
2018-2019,12,Burnley,Leicester City,0.0,0.0,0.8743395462557203,2.054927699920311
2018-2019,12,Leicester City,Burnley,0.0,0.0,2.054927699920311,0.8743395462557203
2018-2019,12,Bournemouth,Newcastle Utd,1.0,2.0,1.4996558071201143,1.2471865319928372
2018-2019,12,Newcastle Utd,Bournemouth,2.0,1.0,1.2471865319928372,1.4996558071201143
2018-2019,12,Brighton,Cardiff City,1.0,2.0,1.2084026838967659,1.4629198559492165
2018-2019,12,Cardiff City,Brighton,2.0,1.0,1.4629198559492165,1.2084026838967659
2018-2019,12,West Ham,Huddersfield,1.0,1.0,1.3437835955972655,0.983467221269351
2018-2019,12,Huddersfield,West Ham,1.0,1.0,0.983467221269351,1.3437835955972655
2018-2019,12,Fulham,Liverpool,0.0,2.0,0.31607688293598657,2.4208780422450404
2018-2019,12,Liverpool,Fulham,2.0,0.0,2.4208780422450404,0.31607688293598657
2018-2019,12,Everton,Chelsea,0.0,0.0,0.9840394420026555,2.1563567970545074
2018-2019,12,Chelsea,Everton,0.0,0.0,2.1563567970545074,0.9840394420026555
2018-2019,12,Arsenal,Wolves,1.0,1.0,2.0757933742381995,0.9483860362694986
2018-2019,12,Wolves,Arsenal,1.0,1.0,0.9483860362694986,2.0757933742381995
2018-2019,12,Manchester City,Manchester Utd,3.0,1.0,2.505773052058536,1.1208710037227707
2018-2019,12,Manchester Utd,Manchester City,1.0,3.0,1.1208710037227707,2.505773052058536
2018-2019,13,Leicester City,Brighton,1.0,1.0,1.481155501634418,1.3005260067612674
2018-2019,13,Brighton,Leicester City,1.0,1.0,1.3005260067612674,1.481155501634418
2018-2019,13,Chelsea,Tottenham,1.0,3.0,1.6202692685455096,1.6117638736935016
2018-2019,13,Tottenham,Chelsea,3.0,1.0,1.6117638736935016,1.6202692685455096
2018-2019,13,Liverpool,Watford,3.0,0.0,1.8433150184320986,1.024382040906822
2018-2019,13,Watford,Liverpool,0.0,3.0,1.024382040906822,1.8433150184320986
2018-2019,13,Everton,Cardiff City,1.0,0.0,1.9351578386927142,0.8071671860238955
2018-2019,13,Cardiff City,Everton,0.0,1.0,0.8071671860238955,1.9351578386927142
2018-2019,13,West Ham,Manchester City,0.0,4.0,0.9737471741623563,2.2280288557736974
2018-2019,13,Manchester City,West Ham,4.0,0.0,2.2280288557736974,0.9737471741623563
2018-2019,13,Southampton,Fulham,2.0,3.0,1.224044321572219,1.292111068011611
2018-2019,13,Fulham,Southampton,3.0,2.0,1.292111068011611,1.224044321572219
2018-2019,13,Crystal Palace,Manchester Utd,0.0,0.0,0.9871183096204776,2.206079348309468
2018-2019,13,Manchester Utd,Crystal Palace,0.0,0.0,2.206079348309468,0.9871183096204776
2018-2019,13,Arsenal,Bournemouth,2.0,1.0,1.6748026057489196,1.5631849653261618
2018-2019,13,Bournemouth,Arsenal,1.0,2.0,1.5631849653261618,1.6748026057489196
2018-2019,13,Wolves,Huddersfield,0.0,2.0,1.5301660229943645,0.7383883439224063
2018-2019,13,Huddersfield,Wolves,2.0,0.0,0.7383883439224063,1.5301660229943645
2018-2019,13,Newcastle Utd,Burnley,2.0,1.0,1.5521837410181334,1.375471477488902
2018-2019,13,Burnley,Newcastle Utd,1.0,2.0,1.375471477488902,1.5521837410181334
2018-2019,14,Wolves,Cardiff City,1.0,2.0,1.3108314425083574,1.2145842671589908
2018-2019,14,Cardiff City,Wolves,2.0,1.0,1.2145842671589908,1.3108314425083574
2018-2019,14,Manchester City,Bournemouth,3.0,1.0,2.7898465441045035,0.6276191475931783
2018-2019,14,Bournemouth,Manchester City,1.0,3.0,0.6276191475931783,2.7898465441045035
2018-2019,14,Leicester City,Watford,2.0,0.0,1.484914914897879,1.093687902833113
2018-2019,14,Watford,Leicester City,0.0,2.0,1.093687902833113,1.484914914897879
2018-2019,14,Manchester Utd,Southampton,2.0,2.0,1.7961820708468381,1.2428774751272598
2018-2019,14,Southampton,Manchester Utd,2.0,2.0,1.2428774751272598,1.7961820708468381
2018-2019,14,Crystal Palace,Burnley,2.0,0.0,1.9694560246957575,0.9731565858168274
2018-2019,14,Burnley,Crystal Palace,0.0,2.0,0.9731565858168274,1.9694560246957575
2018-2019,14,Newcastle Utd,West Ham,0.0,3.0,1.5759218541347053,1.2906086727345245
2018-2019,14,West Ham,Newcastle Utd,3.0,0.0,1.2906086727345245,1.5759218541347053
2018-2019,14,Huddersfield,Brighton,1.0,2.0,1.323515399870413,1.0172809365438469
2018-2019,14,Brighton,Huddersfield,2.0,1.0,1.0172809365438469,1.323515399870413
2018-2019,14,Chelsea,Fulham,2.0,0.0,2.3372833577314647,0.3997777425990279
2018-2019,14,Fulham,Chelsea,0.0,2.0,0.3997777425990279,2.3372833577314647
2018-2019,14,Arsenal,Tottenham,4.0,2.0,1.7518519425730337,1.5963963094953748
2018-2019,14,Tottenham,Arsenal,2.0,4.0,1.5963963094953748,1.7518519425730337
2018-2019,14,Liverpool,Everton,1.0,0.0,2.1802780583677928,0.8070345721505193
2018-2019,14,Everton,Liverpool,0.0,1.0,0.8070345721505193,2.1802780583677928
2018-2019,15,Cardiff City,West Ham,1.0,3.0,0.9229844408654054,1.9480407097590189
2018-2019,15,West Ham,Cardiff City,3.0,1.0,1.9480407097590189,0.9229844408654054
2018-2019,15,Crystal Palace,Brighton,1.0,3.0,1.2425230501899056,1.274568641793611
2018-2019,15,Brighton,Crystal Palace,3.0,1.0,1.274568641793611,1.2425230501899056
2018-2019,15,Bournemouth,Huddersfield,2.0,1.0,1.7034650157654907,0.9594560509050105
2018-2019,15,Huddersfield,Bournemouth,1.0,2.0,0.9594560509050105,1.7034650157654907
2018-2019,15,Manchester City,Watford,2.0,1.0,2.184183996619524,0.8891461269719539
2018-2019,15,Watford,Manchester City,1.0,2.0,0.8891461269719539,2.184183996619524
2018-2019,15,Tottenham,Southampton,3.0,1.0,2.2347609816769514,0.8766984166118669
2018-2019,15,Southampton,Tottenham,1.0,3.0,0.8766984166118669,2.2347609816769514
2018-2019,15,Manchester Utd,Arsenal,2.0,2.0,1.9100173679229453,1.5178106119742825
2018-2019,15,Arsenal,Manchester Utd,2.0,2.0,1.5178106119742825,1.9100173679229453
2018-2019,15,Everton,Newcastle Utd,1.0,1.0,1.923241460361372,1.093285344933515
2018-2019,15,Newcastle Utd,Everton,1.0,1.0,1.093285344933515,1.923241460361372
2018-2019,15,Leicester City,Fulham,1.0,1.0,1.556823897867154,0.974795917765639
2018-2019,15,Fulham,Leicester City,1.0,1.0,0.974795917765639,1.556823897867154
2018-2019,15,Wolves,Chelsea,2.0,1.0,0.9696382210578854,1.7992236466603693
2018-2019,15,Chelsea,Wolves,1.0,2.0,1.7992236466603693,0.9696382210578854
2018-2019,15,Burnley,Liverpool,1.0,3.0,0.7626809616874634,2.343007858876601
2018-2019,15,Liverpool,Burnley,3.0,1.0,2.343007858876601,0.7626809616874634
2018-2019,16,Manchester City,Chelsea,0.0,2.0,1.9426259855052348,1.5883361381171912
2018-2019,16,Chelsea,Manchester City,2.0,0.0,1.5883361381171912,1.9426259855052348
2018-2019,16,Bournemouth,Liverpool,0.0,4.0,0.9884778156934547,2.3408458649813944
2018-2019,16,Liverpool,Bournemouth,4.0,0.0,2.3408458649813944,0.9884778156934547
2018-2019,16,Crystal Palace,West Ham,2.0,3.0,1.1636177495168436,1.696526301178552
2018-2019,16,West Ham,Crystal Palace,3.0,2.0,1.696526301178552,1.1636177495168436
2018-2019,16,Manchester Utd,Fulham,4.0,1.0,2.2180399128691777,0.5564545445666329
2018-2019,16,Fulham,Manchester Utd,1.0,4.0,0.5564545445666329,2.2180399128691777
2018-2019,16,Brighton,Burnley,0.0,1.0,1.3452797833829842,1.4210629853234045
2018-2019,16,Burnley,Brighton,1.0,0.0,1.4210629853234045,1.3452797833829842
2018-2019,16,Southampton,Cardiff City,0.0,1.0,1.2622762853323197,1.4101062841221081
2018-2019,16,Cardiff City,Southampton,1.0,0.0,1.4101062841221081,1.2622762853323197
2018-2019,16,Huddersfield,Arsenal,0.0,1.0,0.4736257136513443,2.160148915446944
2018-2019,16,Arsenal,Huddersfield,1.0,0.0,2.160148915446944,0.4736257136513443
2018-2019,16,Tottenham,Leicester City,2.0,0.0,1.7264882139653674,1.5126174513129294
2018-2019,16,Leicester City,Tottenham,0.0,2.0,1.5126174513129294,1.7264882139653674
2018-2019,16,Wolves,Newcastle Utd,2.0,1.0,1.310332447697341,1.4710393745742103
2018-2019,16,Newcastle Utd,Wolves,1.0,2.0,1.4710393745742103,1.310332447697341
2018-2019,16,Watford,Everton,2.0,2.0,1.0846407561271103,1.7293327358420139
2018-2019,16,Everton,Watford,2.0,2.0,1.7293327358420139,1.0846407561271103
2018-2019,17,Everton,Manchester City,1.0,3.0,0.7119430078507639,2.6755835323563755
2018-2019,17,Manchester City,Everton,3.0,1.0,2.6755835323563755,0.7119430078507639
2018-2019,17,Watford,Cardiff City,3.0,2.0,1.5442522444125335,1.0883553236304462
2018-2019,17,Cardiff City,Watford,2.0,3.0,1.0883553236304462,1.5442522444125335
2018-2019,17,Tottenham,Burnley,1.0,0.0,2.4626592794081548,0.6358304208542959
2018-2019,17,Burnley,Tottenham,0.0,1.0,0.6358304208542959,2.4626592794081548
2018-2019,17,Newcastle Utd,Huddersfield,1.0,0.0,1.2146873386366563,1.3966169375401765
2018-2019,17,Huddersfield,Newcastle Utd,0.0,1.0,1.3966169375401765,1.2146873386366563
2018-2019,17,Leicester City,Crystal Palace,0.0,1.0,1.1433642574884817,1.2904390095025444
2018-2019,17,Crystal Palace,Leicester City,1.0,0.0,1.2904390095025444,1.1433642574884817
2018-2019,17,Bournemouth,Wolves,0.0,2.0,0.9937979236242735,1.6075712488951042
2018-2019,17,Wolves,Bournemouth,2.0,0.0,1.6075712488951042,0.9937979236242735
2018-2019,17,Fulham,West Ham,0.0,2.0,1.2526058856863953,1.6008108025827497
2018-2019,17,West Ham,Fulham,2.0,0.0,1.6008108025827497,1.2526058856863953
2018-2019,17,Southampton,Arsenal,3.0,2.0,0.948063809950913,1.8382276159810846
2018-2019,17,Arsenal,Southampton,2.0,3.0,1.8382276159810846,0.948063809950913
2018-2019,17,Brighton,Chelsea,1.0,2.0,1.0252672429486087,1.7483648503954203
2018-2019,17,Chelsea,Brighton,2.0,1.0,1.7483648503954203,1.0252672429486087
2018-2019,17,Manchester Utd,Liverpool,1.0,3.0,1.0056230746434704,2.139664401729234
2018-2019,17,Liverpool,Manchester Utd,3.0,1.0,2.139664401729234,1.0056230746434704
2018-2019,18,Wolves,Liverpool,0.0,2.0,0.7709674006027597,1.988583322484533
2018-2019,18,Liverpool,Wolves,2.0,0.0,1.988583322484533,0.7709674006027597
2018-2019,18,Manchester Utd,Cardiff City,5.0,1.0,1.7682067144310873,1.0137103842361714
2018-2019,18,Cardiff City,Manchester Utd,1.0,5.0,1.0137103842361714,1.7682067144310873
2018-2019,18,Newcastle Utd,Fulham,0.0,0.0,1.617849782730994,1.0624985744466415
2018-2019,18,Fulham,Newcastle Utd,0.0,0.0,1.0624985744466415,1.617849782730994
2018-2019,18,Leicester City,Chelsea,1.0,0.0,0.7749486929025567,1.91293229476977
2018-2019,18,Chelsea,Leicester City,0.0,1.0,1.91293229476977,0.7749486929025567
2018-2019,18,Southampton,Huddersfield,3.0,1.0,1.0658778194189702,1.211393347655808
2018-2019,18,Huddersfield,Southampton,1.0,3.0,1.211393347655808,1.0658778194189702
2018-2019,18,Burnley,Arsenal,1.0,3.0,0.5672512568756879,2.3205519358765287
2018-2019,18,Arsenal,Burnley,3.0,1.0,2.3205519358765287,0.5672512568756879
2018-2019,18,Manchester City,Crystal Palace,2.0,3.0,2.506198261706253,0.532099508780653
2018-2019,18,Crystal Palace,Manchester City,3.0,2.0,0.532099508780653,2.506198261706253
2018-2019,18,Bournemouth,Brighton,2.0,0.0,1.3704102383869294,1.2186216517120685
2018-2019,18,Brighton,Bournemouth,0.0,2.0,1.2186216517120685,1.3704102383869294
2018-2019,18,Watford,West Ham,2.0,0.0,1.1524152669766665,1.7628005063372336
2018-2019,18,West Ham,Watford,0.0,2.0,1.7628005063372336,1.1524152669766665
2018-2019,18,Everton,Tottenham,2.0,6.0,1.333938991207137,2.0374173907376836
2018-2019,18,Tottenham,Everton,6.0,2.0,2.0374173907376836,1.333938991207137
2018-2019,19,Bournemouth,Tottenham,0.0,5.0,0.6337037725679443,2.390770245006521
2018-2019,19,Tottenham,Bournemouth,5.0,0.0,2.390770245006521,0.6337037725679443
2018-2019,19,Watford,Chelsea,1.0,2.0,1.0685713151514697,1.8580376824151976
2018-2019,19,Chelsea,Watford,2.0,1.0,1.8580376824151976,1.0685713151514697
2018-2019,19,Cardiff City,Crystal Palace,0.0,0.0,0.8197390977649079,1.697727415590736
2018-2019,19,Crystal Palace,Cardiff City,0.0,0.0,1.697727415590736,0.8197390977649079
2018-2019,19,Manchester City,Leicester City,1.0,2.0,2.068981626075077,0.9738442294144728
2018-2019,19,Leicester City,Manchester City,2.0,1.0,0.9738442294144728,2.068981626075077
2018-2019,19,Brighton,Arsenal,1.0,1.0,0.9650251804566233,1.7543282880244786
2018-2019,19,Arsenal,Brighton,1.0,1.0,1.7543282880244786,0.9650251804566233
2018-2019,19,Manchester Utd,Huddersfield,3.0,1.0,2.2755626992228772,0.4631614439827091
2018-2019,19,Huddersfield,Manchester Utd,1.0,3.0,0.4631614439827091,2.2755626992228772
2018-2019,19,Wolves,Fulham,1.0,1.0,1.1859364542224342,1.149166065719691
2018-2019,19,Fulham,Wolves,1.0,1.0,1.149166065719691,1.1859364542224342
2018-2019,19,Liverpool,Newcastle Utd,4.0,0.0,2.6056113999770285,0.3539988403822134
2018-2019,19,Newcastle Utd,Liverpool,0.0,4.0,0.3539988403822134,2.6056113999770285
2018-2019,19,Everton,Burnley,5.0,1.0,1.4588734022368277,1.5074526684452667
2018-2019,19,Burnley,Everton,1.0,5.0,1.5074526684452667,1.4588734022368277
2018-2019,19,Southampton,West Ham,1.0,2.0,1.4921231226555207,1.3729044030550368
2018-2019,19,West Ham,Southampton,2.0,1.0,1.3729044030550368,1.4921231226555207
2018-2019,20,Newcastle Utd,Watford,1.0,1.0,1.1166223876032668,1.7132645677671015
2018-2019,20,Watford,Newcastle Utd,1.0,1.0,1.7132645677671015,1.1166223876032668
2018-2019,20,Huddersfield,Fulham,0.0,1.0,0.8107102630608001,1.4364248944807279
2018-2019,20,Fulham,Huddersfield,1.0,0.0,1.4364248944807279,0.8107102630608001
2018-2019,20,Brighton,Everton,1.0,0.0,1.4567128998033079,1.3125308283935986
2018-2019,20,Everton,Brighton,0.0,1.0,1.3125308283935986,1.4567128998033079
2018-2019,20,Cardiff City,Leicester City,1.0,0.0,0.8295503069672963,1.849364116438404
2018-2019,20,Leicester City,Cardiff City,0.0,1.0,1.849364116438404,0.8295503069672963
2018-2019,20,Wolves,Tottenham,3.0,1.0,0.5424484378707904,2.2696956035837657
2018-2019,20,Tottenham,Wolves,1.0,3.0,2.2696956035837657,0.5424484378707904
2018-2019,20,Arsenal,Liverpool,1.0,5.0,1.0038452972364185,2.1481983041023747
2018-2019,20,Liverpool,Arsenal,5.0,1.0,2.1481983041023747,1.0038452972364185
2018-2019,20,Manchester Utd,Bournemouth,4.0,1.0,2.17930708892471,0.8297695678088305
2018-2019,20,Bournemouth,Manchester Utd,1.0,4.0,0.8297695678088305,2.17930708892471
2018-2019,20,West Ham,Burnley,0.0,2.0,1.471901535145027,1.3602519321509001
2018-2019,20,Burnley,West Ham,2.0,0.0,1.3602519321509001,1.471901535145027
2018-2019,20,Crystal Palace,Chelsea,0.0,1.0,0.9983883963589489,1.6711535369945794
2018-2019,20,Chelsea,Crystal Palace,1.0,0.0,1.6711535369945794,0.9983883963589489
2018-2019,20,Southampton,Manchester City,1.0,3.0,0.9993090700713336,2.1169920728690084
2018-2019,20,Manchester City,Southampton,3.0,1.0,2.1169920728690084,0.9993090700713336
2018-2019,21,Everton,Leicester City,0.0,1.0,1.4986118937285002,1.261229128796157
2018-2019,21,Leicester City,Everton,1.0,0.0,1.261229128796157,1.4986118937285002
2018-2019,21,Arsenal,Fulham,4.0,1.0,2.0238347570792277,0.7190188450254397
2018-2019,21,Fulham,Arsenal,1.0,4.0,0.7190188450254397,2.0238347570792277
2018-2019,21,Tottenham,Cardiff City,3.0,0.0,2.095943225704936,0.6668150804103071
